sno,username,vehicle_no,rf_id,empty_weight
2,"AVADI DUMPING YARD","TN 20 DB 8930",E28069952000400662D3666E,3480
8,"AVADI DUMPING YARD","TN 12 V 9608",E28069952000400662D72E6F,7310
10,"AVADI DUMPING YARD","TN 20 DD 4484",E28069952000400662D5B26E,3350
12,"AVADI DUMPING YARD","TN 20 CX 4156",E28069952000400662D78272,7870
13,"AVADI DUMPING YARD","TN 20 DB 5229",E28069952000500662D6CA6F,3290
14,"AVADI DUMPING YARD","TN 20 AQ 5302",E28069952000400662D4866E,4160
15,"AVADI DUMPING YARD","TN 20 DB 0247",E28069952000400662D4FE6E,3310
16,"AVADI DUMPING YARD","TN 20 DE 0351",E28069952000500662D20272,3460
17,"AVADI DUMPING YARD","TN 20 DB 6418",E28069952000400662D5E66F,3760
18,"AVADI DUMPING YARD","TN 20 DF 3202",E28069952000500662D8166F,3250
19,"AVADI DUMPING YARD","TN 20 DD 0723",E28069952000400662D4AA71,3660
20,"AVADI DUMPING YARD","TN 73 AV 7954",E28069952000500662D62670,3600
21,"AVADI DUMPING YARD","TN 19 B 4296 ",E28069952000400662D68270,8060
22,"AVADI DUMPING YARD","TN 12 V 9522",E28069952000400662D39A70,10520
23,"AVADI DUMPING YARD","TN 20 DB 0213",E28069952000400662D5826E,3590
24,"AVADI DUMPING YARD","TN 20 DB 6579",E28069952000500662D42E70,3410
25,"AVADI DUMPING YARD","TN 20 DE 7024",E28069952000500662D64A6E,3360
26,"AVADI DUMPING YARD","TN 73 P 7636",E28069952000500662D80A70,3550
27,"AVADI DUMPING YARD","TN 20 DE 0625",E28069952000500662D3726F,3370
29,"AVADI DUMPING YARD","TN 20 DE 8076",E28069952000400662D20A72,3240
30,"AVADI DUMPING YARD","TN 20 DA 7333",E28069952000400662D32A71,3350
32,"AVADI DUMPING YARD","TN 73 X 2118",invalid,3570
34,tuty,"TN 69 AF 8403(DUMPER)",E28069952000400662D6BA6F,1000
37,tuty,"TN 69 BJ 6459",E28069952000500662D81E70,1300
39,tuty,"TN 69 BF 7932",E28069952000400662D55272,1270
40,tuty,"TN 69 BE 4475",E28069952000400662D2366F,1365
41,tuty,"TN 69 BJ 6469",E28069952000500662D5A66F,1300
42,tuty,"TN 69 BJ 6462",E28069952000400662D5AE6F,1345
43,tuty,"TN 69 BF 8881",E28069952000400662D4BE71,1400
44,tuty,"TN 69 BF 7978",E28069952000500662D65270,1300
45,tuty,"TN 69 BF 8869",E28069952000400662D7EE6F,1345
46,tuty,"TN 69 BH 8578",E28069952000500662D32670,2050
47,tuty,"TN 69 BJ 6431",E28069952000500662D82270,1400
48,tuty,"TN 69 BJ 6448",E28069952000500662D6A671,1400
49,tuty,"TN 69 BF 8863",E28069952000500662D76670,1390
50,tuty,"TN 69 BJ 6513",E28069952000500662D6E272,1360
51,tuty,"TN 69 BJ 6460",E28069952000400662D70671,1375
52,tuty,"TN 69 BF 8826",E28069952000400662D1BA6E,1350
53,tuty,"TN 69 BF 8870",E28069952000400662D78E6F,1375
54,tuty,"TN 69 BF 8878",E28069952000500662D66270,1250
55,tuty,"TN 69 BQ 1518",E28069952000400662D5AA70,1480
57,"AVADI DUMPING YARD","TN 22 CC 6125",E28069952000400662D49A72,7480
58,tuty,"TN 69 BS 5146",E28069952000400662D61671,1150
60,"AVADI DUMPING YARD","TN 18 BB 1578",E28069952000500662D7C26F,6720
61,"AVADI DUMPING YARD","TN 20 BC 5305",E28069952000500662D6EA70,3190
62,tuty,"TN 69 AH 2831",E28069952000400662D6066E,4475
63,tuty,"TN 69 AA 4826",E28069952000400662D6026F,4405
65,tuty,"TN 69 AH 1564",E28069952000400662D30E71,4470
66,tuty,"TN 69 BQ 9149",E28069952000400662D1FA6F,5810
67,"AVADI DUMPING YARD","TN 73 Z 1343",E28069952000400662D72272,3230
68,tuty,"TN 69 BF 8085",E28069952000500662D3CE6E,1200
69,tuty,"TN 69 BE 6027",E28069952000400662D8426F,1200
70,tuty,"TN 69 BE 7915",E28069952000400662D3FE6F,1200
71,tuty,"TN 69 BE 6054",E28069952000400662D74E6F,1140
72,tuty,"TN 69 BE 4410",E28069952000400662D71A70,1200
74,tuty,"TN 69 BE 7828",E28069952000400662D5E26E,1200
75,tuty,"TN 69 BH 2413",E28069952000500662D5E670,1200
77,tuty,"TN 69 BE 4438",E28069952000400662D59E6F,1200
79,tuty,"TN 69 BE 7848",E28069952000500662D5DE6F,1150
80,tuty,"TN 69 BH 2414",E28069952000500662D54E6F,1260
81,tuty,"TN 69 BE 6085",E28069952000500662D8326F,1200
82,tuty,"TN 69 BJ 6404",E28069952000500662D3D66E,1150
83,"AVADI DUMPING YARD","TN 12 V 9533",E28069952000400662D6F670,10380
95,"MMC DUMPER","TN59 BA 7344 (TATA)",E28069952000500662D5FE6E,5555
96,"MMC DUMPER","TN 59 AK 3816",E28069952000400662D24A6E,5660
97,"MMC DUMPER","TN 59 AK 4088",E28069952000500662D1FE71,9980
98,"MMC DUMPER","TN 59 AK 8582 (N)",E28069952000400662D58A71,5635
99,"MMC DUMPER","TN 59 AK 0967(N)",E28069952000400662D76E70,5630
100,"MMC DUMPER","TN59 BA 6626 (TATA)",E28069952000400662D2E271,5655
101,"MMC DUMPER","TN 59 AK 3304",E28069952000400662D1EE6F,5665
104,"MMC DUMPER","TN59 BA 7427(S) ",E28069952000400662D2FA72,5290
105,"MMC DUMPER","TN 59 BA 7432",E28069952000400662D5EE70,5495
107,"MMC DUMPER","TN 59 BA 7402(N)",E28069952000500662D61A70,5330
108,"MMC DUMPER","TN59 BR 4801 (COMPAC)",E28069952000500662D3766E,8340
112,"MMC DUMPER","TN 59 BB 3216",E28069952000400662D63A6E,5580
113,"MMC DUMPER","TN 59 CM 5512",E28069952000500662D4B690,9810
114,"MMC DUMPER","TN 59 AJ 1404 (N)",E28069952000500662D79A70,5620
115,"MMC DUMPER","TN 59 AK 0658 (N)",E28069952000400662D53E72,6175
116,"MMC DUMPER","TN59 BA 6527(S)",E28069952000400662D81E6F,5405
117,"MMC DUMPER"," TN 59 BB 3169 (N)",E28069952000400662D7366F,5420
118,"MMC DUMPER","TN 64 T 5223(N)",E28069952000500662D6566F,7530
120,"MMC DUMPER","TN59 BA 6636(S)",E28069952000500662D72270,5560
122,"MMC DUMPER","TN59 BB 3171 (TATA)",E28069952000400662D51A72,5700
124,"MMC DUMPER","TN 59 AJ 8983",E28069952000400662D5CE6F,5540
125,"MMC DUMPER","TN59 BA 7324 (TATA) (N)",E28069952000400662D6E670,5430
126,"MMC DUMPER","TN59 AK 0987 (ECOMET) ",E28069952000400662D22E72,5515
128,"MMC DUMPER","TN 59 BA 6563(N)",E28069952000500662D48E70,5550
129,"MMC DUMPER","TN59 BA 7385(S)",E28069952000500662D65E70,5505
130,"MMC DUMPER","TN 59 BB 3199",E28069952000400662D33A70,5235
131,"MMC DUMPER","TN 59 BB 3207(N)",E28069952000500662D81672,5360
132,"MMC DUMPER","TN 59 BA 7396",E28069952000400662D6BA72,5395
133,"MMC LCV","TN 59 CR 7367",E28069952000500662D50A6F,1305
135,"MMC DUMPER","TN 59 AJ 1407",E28069952000500662D6466E,5740
136,"MMC DUMPER","TN 59 AK 3423 (N)",E28069952000400662D83E70,5570
137,"MMC DUMPER","TN59 BQ 4046 (COMPAC) ",E28069952000400662D79270,9895
141,"MMC DUMPER","TN59 AF9096 (CAMPACK)",E28069952000400662D3FA70,9915
144,maduraitractor,"TN 58 M 0474",E28069952000400662D3CA70,3055
146,"MMC DUMPER","TN 59 AD 1729",E28069952000500662D6F270,4535
147,"MMC DUMPER","TN58 R 4932(TRACTOR)",E28069952000500662D7866F,3060
148,maduraitractor,"TN 59 AZ 3260",E28069952000400662D57A6F,3065
149,maduraitractor,"TN 69 X 1019",E28069952000500662D29A6E,3250
152,maduraitractor,"TN 50 AY 0092",E28069952000500662D81A71,3075
153,maduraitractor,"TN 57 F 1283",E28069952000500662D2D26E,2915
154,maduraitractor,"TN 45 BY 7040",E28069952000500662D76E72,3230
155,maduraitractor,"TN 73 W 0435",E28069952000400662D6B26E,3050
156,maduraitractor,"TN 65 E 3184",E28069952000400662D4CE70,2755
157,maduraitractor,"TN 63 C 7347",E28069952000400662D2726F,2885
158,maduraitractor,"TN 67 H 0088",E28069952000400662D6226E,2840
164,maduraitractor,"TN 49 AC 8780",E28069952000400662D77E71,2975
165,maduraitractor,"TN 25 W 9117(N)",E28069952000500662D5FA72,2940
168,"MMC LCV","TN 59 CR 4191",E28069952000500662D7C271,1100
170,"MMC DUMPER","TN59 AK 0677 (TIPPER) ",E28069952000400662D5FE72,6285
171,"MMC LCV","TN 59 CR 7345",E28069952000500662D64670,1340
172,maduraitractor,"TN 49 BR 2082",E28069952000500662D3A66F,2995
175,"MMC DUMPER","TN 59 BB 3172 (N)",E28069952000400662D3DA6F,5315
176,"MMC DUMPER","TN59 BL 6676 (TRACTOR)",E28069952000400662D46E6E,2985
177,maduraitractor,"TN 59 AD 8185",E28069952000500662D59671,2975
178,maduraitractor,"TN 57 D 8050(N)",E28069952000400662D25A71,2740
179,maduraitractor,"TN 55 M 9216 NN",E28069952000400662D2AA71,3055
180,maduraitractor,"TN 65 B 4682",E28069952000400662D6566E,2955
181,maduraitractor,"TN 55 AZ 0635",E28069952000400662D21271,3005
187,"MMC LCV","TN 59 CE 5218",E28069952000400662D43A72,1100
189,"MMC LCV","TN 59 CE 6458 (N)",E28069952000500662D68272,1235
191,"MMC LCV","TN 59 CE 5265",E28069952000500662D22A72,1100
198,maduraitractor,"TN 57 S 8278",E28069952000500662D5EA70,3100
199,"MMC DUMPER","TN59 BL 6672 (TRACTOR)",E28069952000400662D28E72,3065
200,maduraitractor,"TN 63 AX 1329",E28069952000500662D4A26F,3195
201,"MMC LCV","TN 59 CR 4729",E28069952000400662D24E6F,1170
208,maduraitractor,"TN 49 AP 4763",E28069952000500662D68271,3000
216,"MMC DUMPER","TN59AD9639(TRACTOR) (N)",E28069952000500662D33270,3135
217,maduraitractor,"TN 57 L 1714",E28069952000500662D3C66F,3015
218,maduraitractor,"TN 60 W 0729 N",E28069952000400662D3E671,2990
220,"MMC DUMPER","TN59 AK 0916 (ECOMET)",E28069952000400662D3EE6E,5645
221,"MMC DUMPER","TN59 AK 0349 (TIPPER)",E28069952000500662D43A6E,6330
222,"MMC DUMPER","TN59 BL 6640 (TRACTOR)",E28069952000500662D48671,2700
231,maduraitractor,"TN 67 H 1908",E28069952000400662D6EA71,3290
234,maduraitractor,"TN 59 M 4169",E28069952000400662D4426F,2980
235,"MMC LCV","TN 59 CM 5380",E28069952000500662D82A6F,1235
238,"MMC LCV","TN 59 CE 6448",E28069952000400662D63271,1225
239,"MMC LCV","TN 59 CM 5312",E28069952000400662D55290,1100
241,maduraitractor,"TN 57 L 3830",E28069952000400662D29672,3095
242,maduraitractor,"TN 63 M 1489",E28069952000500662D3826F,2835
243,"MMC DUMPER","TN59 BA 7372(S)",E28069952000400662D40E70,5235
245,"MMC LCV","TN 59 CM 5320",E28069952000400662D81271,1300
252,"MMC LCV","TN 59 CR 2755",E28069952000500662D27672,1350
257,maduraitractor,"TN 63 P 8430",E28069952000400662D6BE6E,2880
265,"MMC DUMPER","TN 59 BB 3193",E28069952000500662D4466F,5430
274,Ourland,"TN 64 AA 6679",E28069952000400662D1CE6E,7310
275,Ourland,"TN 64 AA 6778",E28069952000400662D4226F,1490
276,Ourland,"TN 64 AA 6662",E28069952000500662D5EE71,1535
277,Ourland,"TN 64 AA 6619",E28069952000400662D29270,1390
278,Ourland,"TN 64 AA 6791",E28069952000500662D5A672,1350
281,Ourland,"TN 64 AA 6746",E28069952000400662D23270,1390
282,Ourland,"TN 64 AA 6670",E2806894000A6006EF07D9D2,7390
283,"MMC NO GPS",TN59AK3798,E28069952000400662D3F66E,5580
284,Ourland,"TN 64 AA 6690",E28069952000500662D1E270,1800
285,Ourland,"TN 64 AA 6629",E28069952000500662D81A72,7165
286,Ourland,"TN 64 AA 6644",E28069952000400662D67A71,7310
287,Ourland,"TN 64 AA 6683",E28069952000500662D56A72,10065
288,Ourland,"TN 64 AA 6618",E28069952000400662D45A6F,1415
289,Ourland,"TN 64 AA 6636",E28069952000400662D6426E,10165
290,Ourland,"TN 64 AA 6649",E28069952000400662D6666E,1410
291,Ourland,"TN 64 AA 6741",E28069952000500662D4B66F,1475
292,"MMC NO GPS","TN 59 AJ 1382",E28069952000500662D7D66F,5580
293,Ourland,"TN 64 AA 6760",E28069952000400662D82E72,1375
294,"MMC NO GPS","TN 59 AK 3812",E28069952000500662D3AE6E,5550
296,"MMC NO GPS","TN 59 AJ 9157",E28069952000500662D20A70,5645
297,Ourland,"TN 64 AA 6680",E28069952000400662D3F26F,1440
298,Ourland,"TN 64 AA 6601",E28069952000500662D35671,1410
302,Ourland,"TN 38 DF 4551",E28069952000400662D24271,9590
303,Ourland,"TN 38 DF 4577",E28069952000500662D4D26E,9590
304,Ourland,"TN 64 AA 6631",E28069952000500662D70271,1610
305,Ourland,"TN 64 AA 6773",E28069952000500662D3AA6F,1360
306,Ourland,"TN 64 AA 6799",E28069952000500662D2DA6F,1365
307,"MMC LCV","TN 59 CR 4117",E28069952000500662D21671,1100
308,Ourland,"TN 64 AA 6685",E28069952000400662D65A6E,1320
309,"MMC DUMPER","TN59 AK 3472",E28069952000400662D4EA6E,5515
310,Ourland,"TN 64 AA 6611",E28069952000500662D24671,1360
311,Ourland,"TN 64 AA 6627",E28069952000500662D5D272,1385
314,Ourland,"TN 64 AA 6684",E28069952000500662D45A6E,1485
316,"MMC LCV","TN 59 CR 4155",E28069952000400662D2826F,1265
318,"AVADI DUMPING YARD","TN 20 DC 2916",E28069952000400662D45A72,3350
319,Ourland,"TN 64 AA 6757",E28069952000400662D4AA6F,1395
320,Ourland,"TN 64 AA 6423",E28069952000400662D2BE71,3110
328,hosur,"TN 29 V 4734",E28069952000400662D68A72,3860
329,hosur,"TN 70 AC 0591",E2806894000A6006EF088175,4200
330,hosur,"TN 70 V  1209",E28069952000400662D3A272,3840
331,hosur,"TN 70 H 5515",E28069952000400662D38E6E,3660
332,hosur,"MH 24 BL 4861",E28069952000400662D54A72,4170
333,hosur,"TN 70 S 3750",E2806894000A7006EF02895D,3750
337,hosur,"TN 70 H 3129",E28069952000400662D35E71,3810
340,hosur,"TN 70 V 6134",E28069952000400662D55E6F,3690
341,hosur,"KA 17 TA 1806",E280691500005020ED9588BD,3750
342,hosur,"KA 32 TC 3594",E28069952000500662D3626E,4250
344,hosur,"MH 24 L 5372",E28069952000400662D5DE70,3830
350,hosur,"MH 24 BR 1895",E28069952000400662D30E72,4110
351,hosur,"TN 70 AP 5077",E28069952000500662D35270,4000
352,"MMC DUMPER","TN59 BA 6540",E28069952000400662D23E70,5285
353,hosur,"TN 70 P 1521",E28069952000400662D38E70,3920
355,hosur,"KA 36 AT 9205",E28069952000500662D5966F,4060
356,hosur,"TN 70 V 8389",E280699520004006E70,3700
357,hosur,"TN 70 H 3136",E28069952000500662D4126E,3790
358,Ourland,"TN 38 DF 6260",E28069952000400662D4A66F,7300
359,hosur,"TN 29 CZ 6583",E28069952000500662D52E90,3820
360,Ourland,"TN 64 AA 7663",E28069952000400662D49E70,1395
361,Ourland,"TN 64 AA 7621",E28069952000500662D2B671,1390
362,Ourland,"TN 64 AA 7543",E28069952000500662D3EA70,1390
363,Ourland,"TN 09 DA 4087",E28069952000400662D58671,11855
370,hosur,"TN 29 AH 7480",E2806894000A6006EF07B60A,3900
372,Ourland,"TN 64 AA 8192",E28069952000400662D30A70,15000
373,maduraitractor,"TN 68 U 9855",E28069952000400662D69A70,2955
374,Ourland,"TN 64 AA 8179",E28069952000400662D40270,10165
375,Ourland,"TN 64 AA 8129",E28069952000500662D77671,10195
377,hosur,"TN 70 H 9590",E28069952000500662D45670,4060
378,Ourland,"TN 64 AA 7551",E28069952000500662D28671,8265
380,maduraitractor,"TN 51 E 5796",E28069952000500662D69671,3195
381,Ourland,"TN 64 AA 8167",E28069952000400662D7FA71,13530
382,Ourland,"TN 64 AA 8106",E28069952000400662D42670,13000
383,"MMC DUMPER","TN59 BR 4851 (COMPAC)",E28069952000400662D27E71,8320
384,Ourland,"TN 64 AA 6412",E28069952000500662D49272,3100
385,tuty,"TN 69 BE 7868",E28069952000500662D83A70,1150
411,tuty,"TN 69 BF 8815 N",E28069952000500662D84671,1250
412,tuty,"TN 69 BF 8784 N",E28069952000400662D3466F,1300
413,tuty,"TN 69 BE 7898",E28069952000500662D25272,1300
414,tuty,"TN 69 BE 7851",E28069952000500662D1FA70,1250
415,tuty,"TN 69 BE 6084",E28069952000400662D20A6F,1270
416,tuty,"TN 69 BF 8788",E28069952000500662D1C271,1300
418,tuty,"TN 69 BS 5162",E28069952000400662D45671,1200
421,tuty,"TN 69 BF 8803",E28069952000400662D5DA71,1300
422,tuty,"TN 69 BE 7877",E28069952000400662D59A70,1300
423,tuty,"TN 69 BJ 6439",E28069952000500662D4DE70,1300
424,tuty,"TN 69 BS 3495",E28069952000500662D55A72,1100
425,tuty,"TN 69 BS 3475",E28069952000500662D85271,1100
426,tuty,"TN 69 BE 7893",E28069952000400662D2EE6F,1300
427,tuty,"TN 69 BJ 6478",E28069952000400662D2F671,1200
429,tuty,"TN 69 BE 7859",E28069952000400662D3866F,1300
430,tuty,"TN 69 BQ 1593",E28069952000500662D36672,1350
431,tuty,"TN 69 BS 3486",E28069952000400662D50A6E,1200
436,tuty,"TN 69 BE 6071",E28069952000400662D52270,1180
437,tuty,"TN 69 BE 5987",E28069952000500662D5666F,1100
438,tuty,"TN 69 BE 6031",E28069952000500662D7DE70,1200
440,tuty,"TN 20 BB 2317",E28069952000400662D84E71,3150
441,tuty,"TN 72 B 3754",E28069952000500662D78672,2895
443,tuty,"TN 51 Z 5846",E28069952000400662D1FE70,2890
445,tuty,"TN 69 A 4433",E28069952000500662D26271,3485
447,tuty,"TN 69 B 1058",E28069952000400662D25E6E,2910
448,tuty,"TN 36 L 9607",E28069952000500662D2CE71,6330
449,tuty,"TN 65 B 1896",E28069952000400662D22E71,2770
452,tuty,"TN 46 D 3416",E28069952000500662D30E6E,3095
453,rts_testing,testing,rts_testing,10
454,tuty,"TN 67 5152",E28069952000500662D39A6F,2765
455,tuty,"TN 67 A 4686",E28069952000400662D25A6F,2585
456,tuty,"TN 67 8758",E28069952000400662D7BE71,2820
460,tuty,"TN 65 C 0922",E28069952000500662D2366E,2780
462,tuty,"TN 48 C 0997",E28069952000500662D6C270,3015
463,tuty,"TN 69 K 5280",E28069952000500662D7526F,3155
464,tuty,"TN 65 A 8599",E28069952000400662D79671,2930
466,"MMC DUMPER","TN 59 CM 5548",E28069952000500662D5C671,9965
467,tuty,"TN 69 BE 6080",E28069952000400662D29A71,1300
468,tuty,"TN 69 BJ 6451",E28069952000400662D6FE72,1250
469,tuty,"TN 69 BH 8600",E28069952000400662D79A6F,1115
471,tuty,"TN 69 BJ 6468",E28069952000400662D3DA72,1250
472,tuty,"TN 69 BE 7836",E28069952000400662D3C272,1100
473,tuty,"TN 69 BS 5127",E28069952000500662D71672,1150
476,tuty,"TN 69 BJ 6415",E28069952000400662D2DE72,1300
477,tuty,"TN 69 BE 7830",E28069952000500662D4A271,1200
478,tuty,"TN 69 BF 8805",E28069952000500662D5866E,1150
479,tuty,"TN 69 BE 6088",E28069952000500662D6FA6F,1250
480,tuty,"TN 69 BE 7837",E28069952000500662D35E70,1250
481,tuty,"TN 69 BS 3445",E28069952000500662D55E70,1100
482,tuty,"TN 69 BS 3470",E28069952000400662D83270,1100
483,tuty,"TN 69 BS 3458",E28069952000500662D3DE71,1100
485,rts_testing_micro,testing2,E28069952000400662D6DA6F,1
486,tuty,"TN 69 BE 4393",E28069952000500662D45E6F,1250
487,"MMC DUMPER","TN59 BA 6541(S)",E28069952000500662D61670,5380
488,tuty,"TN 69 BE 7871",E28069952000400662D6AA6E,1250
489,tuty,"TN 69 BJ 6420",E28069952000500662D6B272,1200
490,tuty,"TN 69 BE 6019",E28069952000500662D43272,1200
491,tuty,"TN 69 BJ 6402",E28069952000500662D24E70,1200
492,tuty,"TN 69 BJ 6428",E28069952000500662D67E72,1300
494,tuty,"TN 69 BE 6049",E28069952000500662D65A72,1300
495,tuty,"TN 69 BE 4383",E28069952000400662D73E70,1300
497,tuty,"TN 69 BQ 1576",E28069952000400662D3BE6E,1300
498,tuty,"TN 69 BE 4405",E28069952000500662D28672,1250
499,tuty,"TN 69 BF 8898",E28069952000500662D31272,1390
500,tuty,"TN 69 BF 7765",E28069952000500662D58272,1300
502,tuty,"TN 69 BF 8790",E28069952000400662D7CE70,1250
503,tuty,"TN 69 BS 5149",E28069952000500662D4D66F,1100
504,tuty,"TN 69 BJ 6483",E28069952000400662D6E66F,1200
505,tuty,"TN 69 BJ 6441",E28069952000500662D52A70,1359
506,tuty,"TN 69 BJ 6410",E28069952000500662D2FA6E,1300
507,tuty,"TN 69 BF 8796",E28069952000400662D3166F,1200
508,Ourland,"TN 69 BT 2787",E28069952000400662D43A6F,3100
509,tuty,"TN 69 BF 8159",E28069952000500662D39E6E,1350
510,tuty,"TN 69 BF 8105",E28069952000400662D48A6E,1350
511,tuty,"TN 69 BS 3414",E28069952000400662D2926E,1100
512,tuty,"TN 69 BS 5163",E28069952000400662D6D671,1150
513,tuty,"TN 69 BE 7854 N",E28069952000400662D7F672,1386
514,tuty,"TN 69 BJ 6422",E28069952000400662D3766F,1300
515,tuty,"TN 69 BH 4330",E28069952000500662D81671,1350
516,tuty,"TN 69 BF 8862",E28069952000400662D65A70,1250
517,tuty,"TN 69 BJ 6471",E28069952000400662D5326F,1250
518,tuty,"TN 69 BS 3799",E28069952000500662D6EE71,1150
519,tuty,"TN 69 BF 8856",E28069952000400662D56E6F,1300
520,tuty,"TN 69 BF 8876",E28069952000500662D33A72,1300
521,tuty,"TN 69 BE 4468",E28069952000400662D1B66E,1350
522,tuty,"TN 69 BE 4414",E28069952000400662D28E71,1200
523,tuty,"TN 69 BF 7959",E28069952000400662D49671,1350
524,tuty,"TN 69 BJ 6449",E28069952000400662D6866F,1300
525,tuty,"TN 69 BF 8859",E28069952000400662D68E6E,1300
526,tuty,"TN 69 BE 6018 N",E28069952000400662D1E66E,1300
527,tuty,"TN 69 BE 4441",E28069952000400662D65272,1250
529,tuty,"TN 69 BS 3472",E28069952000400662D42A6E,1178
530,Ourland,"TN 69 BT 2729",E28069952000400662D5926F,3100
531,Ourland,"TN 69 BT 2736",E28069952000500662D2CA70,3100
532,Ourland,"TN 69 BT 2713",E28069952000400662D4266E,3100
533,tuty,"TN 69 BH 8235",E28069952000500662D74E70,2000
534,tuty,"TN 69 BF 8827",E28069952000400662D41670,1300
535,Ourland,"TN 69 BT 2704",E28069952000500662D54A70,3100
536,Ourland,"TN 69 BT 2759",E28069952000500662D53A72,3100
537,tuty,"TN 69 BS 3461",E28069952000400662D6CE72,1200
538,Ourland,"TN 69 BT 2711",E28069952000500662D33672,3100
540,"MMC DUMPER","TN59 BB 3213(S)",E28069952000500662D2E270,5300
541,Ourland,"TN 09 CT 6426",E28069952000500662D5DE71,11145
542,Ourland,"TN 69 BT 2764",E28069952000500662D27E6E,3100
545,REALTECH,testing,E28069952000400662D1FE6E,3100
546,tuty,"TN 69 BS 3433",E28069952000400662D52690,1100
547,tuty,"TN 69 BF 8867",E28069952000400662D7B272,1360
549,tuty,"TN 69 BS 5123",E28069952000500662D6A270,1205
559,tuty,"TN 69 BS 3423",E28069952000500662D78671,1060
580,tuty,"TN 69 BE 7839",E28069952000500662D25E71,1200
584,Ourland,"TN 59 CT 9617",E28069952000400662D4B26F,7500
608,Ourland,"TN 59 CT 9662",E28069952000500662D54E90,7500
621,tuty,"TN 69 BS 3442",E28069952000400662D71271,1180
632,tuty,"TN 69 BJ 6409",E28069952000400662D2E26F,1350
633,tuty,"TN 69 BF 8816",E28069952000400662D82E71,1300
635,tuty,"TN 69 BE 4390",E28069952000400662D39271,1300
636,tuty,"TN 69 BH 8286",E28069952000500662D2C670,2000
638,tuty,"TN 69 BJ 6413",E28069952000500662D65671,1250
639,tuty,"TN 69 BE 4402",E28069952000500662D3326E,1350
640,tuty,"TN 50 A 7612",E28069952000500662D3366F,3085
642,tuty,"TN 65 AW 6171",E28069952000400662D2E670,3180
647,tuty,"TN 69 BF 8823",E28069952000500662D3CA6F,1250
650,tuty,"TN 69 BE 6024",E28069952000400662D49A71,1300
661,tuty,"TN 69 BE 4381 N",E28069952000500662D23E6F,1300
662,tuty,"TN 69 BF 8811",E28069952000500662D3E26F,1210
663,tuty,"TN 69 BJ 6500",E28069952000400662D7F671,1300
665,tuty,"TN 69 BH 2448",E28069952000400662D76672,1350
666,tuty,"TN 69 BF 8850",E28069952000500662D2026F,1270
668,tuty,"TN 69 BH 8543",E28069952000400662D84E72,2000
670,tuty,"TN 69 BF 7905",E28069952000500662D4DA6F,1350
671,tuty,"TN 69 BJ 6432",E28069952000400662D2A26E,1250
672,"AVADI DUMPING YARD","TN 20 DB 0276",E28069952000500662D31E71,1350
673,tuty,"TN 69 BH 8563",E28069952000400662D3D672,1900
682,tuty,"TN 69 BS 3727 (K)",E28069952000400662D37671,1100
683,tuty,"TN 69 BH 2435 (K)",E28069952000400662D24A70,1250
684,tuty,"TN 69 BS 3493 (K)",E28069952000500662D48A71,1070
685,tuty,"TN 69 BE 4483 (K)",E28069952000500662D3A270,1200
686,tuty,"TN 69 BF 8179 ",E28069952000400662D51A71,1250
687,tuty,"TN 69 BS 4029 (K)",E28069952000400662D2CE6E,1150
688,tuty,"TN 69 BJ 6494 (K)",E28069952000500662D76E71,1200
689,tuty,"TN 69 BS 5137 (K)",E28069952000400662D7FA72,1070
690,tuty,"TN 69 BS 3407 (K)",E28069952000400662D1EE71,1164
691,tuty,"TN 69 BE 4426 (K)",E28069952000500662D3EE71,1200
692,"MMC DUMPER","TN59 BA 6537 (TATA)",E28069952000400662D82670,5330
695,tuty,"TN 69 BF 8151",E28069952000400662D69E71,1350
696,tuty,"TN 69 BS 3418 (K)",E28069952000500662D32271,1050
699,tuty,"TN 69 BJ 6418 (K)",E28069952000400662D25270,1200
700,tuty,"TN 69 BH 2453 (K)",E28069952000500662D52E71,1356
701,tuty,"TN 69 BS 3499",E28069952000400662D43672,1100
702,tuty,"TN 24 U 4433",E28069952000500662D4BA6F,3300
703,tuty,"TN 18 1859",E28069952000500662D6E26F,3400
704,tuty,"TN 69 BF 8865",E28069952000500662D45E72,1200
705,tuty,"TN 49 AH 6493",E28069952000400662D7D272,3500
706,tuty,"TN 65 B 9871",E28069952000400662D77670,3000
707,tuty,"TN 60 1660",E28069952000400662D31A71,2500
708,"MMC DUMPER","TN59 BA 6612(S)",E28069952000400662D3AA70,5300
711,tuty,"TN 69 T 1197",E28069952000400662D78E71,3500
715,tuty,"TN 69 BS 5193",E28069952000500662D2BE70,1100
716,tuty,"TN 69 BH 2464 (K)",E28069952000500662D1DE6E,1356
718,tuty,"TN 55 AM 3114",E28069952000400662D4B290,1350
719,tuty,"TN 41 M 0644",E28069952000400662D4166E,1335
720,tiruppur,TN42AM5520,E28069952000500662D51A6E,8070
723,tiruppur,TN42R6949,E28069952000500662D61E6F,8500
725,tiruppur,TN42AM5639,E28069952000500662D35672,7970
727,tiruppur,TN30BB1338,E28069952000400662D5F670,7300
729,tiruppur,TN42AM2770,E28069952000400662D6DA72,8250
731,tiruppur,TN42R6782,E28069952000400662D4526E,8430
732,tiruppur,TN12B3315,E28069952000400662D84E6F,10280
733,tiruppur,"TN 42 AM 5629",E2806894000A7006EF06C591,7910
734,tiruppur,TN38AW5470,E28069952000500662D5DA6E,7670
735,tiruppur,TN42AM7443,E280691500004020ED92A8BC,9240
