sno,username,vehicle_no,rf_id,empty_weight
1185,tambaram,"TN 11 BK 7044",E2806894000A6006EF095509,1935
1186,tambaram,"TN 09 DE 1159",E2806894000A7006EF02C83B,1355
1187,tambaram,"TN 03 K 2253",E2806894000A7006EF07FA17,1230
1188,tambaram,"TN 11 BD 7635",E2806894000A6006EF015DF3,755
1189,tambaram,"TN 09 DE 1191",E2806894000A7006EF05351C,1340
1190,tambaram,"TN 09 DC 7356",E2806894000A6006EF0854AC,1120
1191,tambaram,"TN 18 CZ 5707",E2806894000A6006EF031877,2860
1192,tambaram,"TN 02 X 9169",E2806894000A7006EF067886,1200
1193,tambaram,"TN 12 BB 1872",E2806894000A6006EF01AD84,3460
1194,tambaram,"TN 11 BK 7963",E2806894000A6006EF03198F,1995
1195,tambaram,"TN 09 DE 1198",E2806894000A6006EF06F838,1200
1196,tambaram,"TN 12 BB 1873",E2806894000A7006EF09C14E,3470
1197,tambaram,"TN 22 BZ 7870",E2806894000A7006EF08649B,1255
1198,tambaram,"TN 11 BE 8343",E2806894000A6006EF01C643,1405
1199,tambaram,"TN 09 DE 1128",E2806894000A7006EF06FCDC,1340
1200,tambaram,"TN 11 BA 1892",E2806894000A6006EF083515,1270
1201,tambaram,"TN 11 BA 1841",E2806894000A6006EF023DD7,1345
1202,tambaram,"TN 22 BB 4047",E2806894000A7006EF01952E,1420
1203,tambaram,"TN 11BD 8734",E2806894000A6006EF04E498,705
1204,tambaram,"TN 22 BJ 5158",E2806894000A6006EF08AC91,1340
1205,tambaram,"TN 11BD 7729",E2806894000A6006EF02487F,650
1206,tambaram,"TN 18 A 5731",E2806894000A6006EF060A74,1330
1207,tambaram,"TN 09 DC 7304",E280691500004020ED951CBB,1175
1208,tambaram,"TN 20 BA 2025",E2806894000A7006EF08FE0B,1240
1209,tambaram,"TN 09 DC 8062",E2806894000A7006EF033A73,1140
1210,tambaram,"TN 11 BK 7021",E2806894000A6006EF08A488,1895
1211,tambaram,"TN 09 DC 8039",E2806894000A7006EF091E15,1110
1212,tambaram,"TN 09 DC 7439",E2806894000A7006EF075582,1235
1213,tambaram,"TN 09 DD 3768",E2806894000A7006EF02E49F,1130
1214,tambaram,"TN 11 BK 7093",E2806894000A6006EF07DDA8,1885
1215,tambaram,"TN 11 AZ 8977",E2806894000A6006EF093D2C,1385
1220,tambaram,"TN 09 DC 7369",E2806894000A6006EF08CCC4,1205
1224,kumbakonam,"TN 68 Z 3895",E2806894000A7006EF04F10D,1155
1225,kumbakonam,"TN 68 Z 3805",E2806894000A7006EF0110A8,915
1226,kumbakonam,"TN 68 Z 3849(PVT)",E2806894000A7006EF09D11A,1200
1227,kumbakonam,"TN 68 Q 3717",E2806894000A7006EF055C5D,4800
1228,tambaram,"TN 09DE1192",E2806894000A7006EF080E0B,1450
1229,kumbakonam,"TN 68 Z 3863",E2806894000A6006EF0308CE,1200
1230,tambaram,"TN 09 DC 7434",E2806894000A7006EF0530B3,1155
1231,tambaram,"TN 11 BA 1811",E2806894000A6006EF07A8FA,1330
1232,tambaram,"TN 11 BA 1873",E2806894000A7006EF087174,1310
1233,tambaram,"TN 85 H 4475",E2806894000A7006EF021534,1265
1234,tambaram,"TN 11 AY 9343",E2806894000A6006EF078A55,1370
1235,tambaram,"TN 85 H 5109",E2806894000A7006EF0785EF,1900
1236,tambaram,"TN 11 BK 6685",E2806894000A6006EF06EC9B,1930
1237,tambaram,"TN 09 DC 7728",E2806894000A7006EF073D8A,640
1238,tambaram,"TN 09 DE 1183",E280691500005020ED9560BD,1350
1239,tambaram,"TN 11 BD 7566",E2806894000A6006EF046811,720
1240,tambaram,"TN 11 BK 6676",E2806894000A7006EF087CC1,1985
1241,tambaram,"TN 09 CY 7013",E2806894000A7006EF028CD9,715
1242,tambaram,"TN 11 BK 7078",E2806894000A7006EF028A7C,1945
1243,tambaram,"TN 11 BK 6648",E2806894000A7006EF0940CF,1985
1244,tambaram,"TN 11 BD 7759",E2806894000A7006EF040831,675
1245,tambaram,"TN 11 AY 8182",E2806894000A6006EF06CE70,1375
1246,tambaram,"TN 11 BK 7008",E2806894000A6006EF0271B6,1925
1247,tambaram,"TN 09 DD 3715",E2806894000A6006EF0898E8,1140
1248,tambaram,"TN 11 BK 6602",E2806894000A6006EF03AD9E,1940
1250,tambaram,"TN 11 T 9055",E2806894000A6006EF08BA3A,1300
1251,tambaram,"TN 85 M 4446",E2806894000A7006EF088957,1200
1252,tambaram,"TN 85 H 5167",E2806894000A6006EF07C12E,1290
1253,tambaram,"TN 11 BA 1876",E2806894000A7006EF0664CC,1305
1254,kumbakonam,"TN 06 AD 8604 (PVT)",E2806894000A6006EF00754A,1050
1255,kumbakonam,"TN 06 AD 8645 (PVT)",E2806894000A6006EF089122,1050
1256,kumbakonam,"TN 06 AD 8673 (PVT)",E2806894000A6006EF094604,1050
1257,kumbakonam,"TN 06 AD 8670 (PVT)",E2806894000A7006EF06E843,1050
1258,kumbakonam,"TN 06 AD 8509 (PVT)",E2806894000A6006EF02B170,1050
1259,kumbakonam,"TN 06 AD 8589 (PVT)",E2806894000A6006EF08E0ED,1050
1261,kumbakonam,"TN 06 AD 8696 (PVT)",E2806894000A6006EF07BDB5,1050
1262,kumbakonam,"TN 06 AD 8660 (PVT)",E2806894000A7006EF023197,1050
1263,kumbakonam,"TN 06 AD 8631 (PVT)",E2806894000A401569141A39,1050
1264,kumbakonam,"TN 06 AD 8697 (PVT)",E2806894000A6006EF01D4EF,1050
1265,kumbakonam,"TN 06 AD 8503 (PVT)",E2806894000A6006EF00F565,915
1266,kumbakonam,"TN 06 AD 8544 (PVT)",E20047064FA06426B9270110,1050
1267,kumbakonam,"TN 06 AD 8582 (PVT)",E20047052EF06426A71C010D,1050
1269,kumbakonam,"TN 68 Z 3877",E20047069D606426BE030111,1200
1270,kumbakonam,"TN 06 AD 8655 (PVT)",E2004706CD206426C0FF010D,1050
1271,kumbakonam,"TN 06 AD 8646 (PVT)",E200470566106426AA8E010B,1050
1273,kumbakonam,"TN 06 AD 8638 (PVT)",E2806894000A7006EF06398A,1050
1274,kumbakonam,"TN 06 AD 8593 (PVT)",E2004703E2106426924E010D,1050
1275,kumbakonam,"TN 06 AD 8557 (PVT)",E200470513806426A565010C,915
1276,kumbakonam,"TN 06 AD 8609 (PVT)",E200470525B06426A6880114,1050
1277,kumbakonam,"TN 68 F 1698",E2004704CDC06426A109010D,4800
1278,tambaram,"TN 11 AZ 8919",E2806894000A6006EF07D183,1335
1279,tambaram,"TN 19 AM 0450",E2806894000A6006EF08D54B,1200
1280,tambaram,"TN 19 AP 8309",E2806894000A7006EF0819DC,3640
1281,tambaram,"TN 64 AA 7529",E2806894000A6006EF0801B7,1430
1282,tambaram,"TN 11 BD 7219",E2806894000A7006EF07D182,600
1283,tambaram,"TN 11 BK 7080",E2806894000A6006EF0830FB,1895
1284,tambaram,"TN 11 BA 1822",E2806894000A6006EF08F0D0,1290
1285,tambaram,"TN 11 AZ 8960",E2806894000A7006EF016243,1250
1287,tambaram,"TN 11 AZ 8914",E2806894000A7006EF00FE06,1280
1288,tambaram,"TN 09 DE 1120",E2806894000A6006EF09A12A,1410
1289,tambaram,"TN 11 AA 5209",E2806894000A6006EF0741E3,1150
1290,tambaram,"TN 11 AW 5989",E2806894000A6006EF01CDED,2620
1291,tambaram,"TN 11 AJ 8485",E2806894000A6006EF00F541,1435
1292,tambaram,"TN 18 B 9246",E2806894000A6006EF02B132,1160
1293,tambaram,"TN 31 AD 4968",E2806894000A6006EF09CD52,1180
1294,tambaram,"TN 11 AY 9311",E2806894000A7006EF082E0C,1315
1295,tambaram,"TN 07 BR 3211",E2806894000A6006EF01D186,1160
1296,tambaram,"TN 11 AH 5720",E2806894000A6006EF088D51,1135
1297,tambaram,"TN 11 BK 7944",E2806894000A6006EF07EE86,1905
1298,tambaram,"TN 11 AZ 8961",E2806894000A6006EF0214D3,1285
1299,tambaram,"TN 11 BA 1874",E2806894000A6006EF031156,1250
1300,tambaram," TN 11 BK 6672",E2806894000A6006EF08F8C5,1975
1301,tambaram,"TN 11 BK 6671",E2806894000A7006EF09B59C,1990
1302,tambaram,"TN 11 AV 8438",E2806894000A7006EF07B860,1360
1303,tambaram,"TN 11 BA 1872",E2806894000A7006EF086158,1365
1304,tambaram,"TN 11 BA 1861",E2806894000A7006EF04DAC1,1315
1305,tambaram,"TN 11 AZ 8950",E2806894000A7006EF07A27C,1290
1306,tambaram,"TN 09 DD 2851",E2806894000A7006EF0919FC,1395
1307,tambaram,"TN 11 AA 5220",E2806894000A7006EF0879AD,1130
1308,tambaram,"TN 11 AZ 8962",E2806894000A7006EF01B551,1305
1309,tambaram,"TN 11 AH 5790",E2806894000A7006EF0830E2,1235
1310,tambaram,"TN 11 BK 6642",E2806894000A6006EF06C279,1980
1311,tambaram,"TN 11 AH 5704",E2806894000A6006EF0644D2,1240
1312,tambaram,"TN 11 AZ 8964",E2806894000A6006EF0875CF,1285
1313,tambaram,"TN 11 AY 9381",E2806894000A6006EF038D05,1340
1314,tambaram,"TN 11 BA 1829",E2806894000A7006EF06A564,1305
1315,tambaram,"TN 11 AZ 8994",E2806894000A7006EF019179,1305
1316,tambaram,"TN 11 BK 7084",E2806894000A7006EF022DF0,2035
1317,tambaram,"TN 11 BD 7315",E2806894000A7006EF0681A8,740
1318,tambaram,"TN 09 DD 3883",E2806894000A7006EF07A065,1220
1319,tambaram,"TN 11 BK 8056",E2806894000A7006EF0981FD,1975
1320,tambaram,"TN 11 BK 7062",E2806894000A7006EF01A5E4,2025
1321,tambaram,"TN 09 DE 1197",E2806894000A7006EF03D223,1375
1322,tambaram,"TN 11 BK 8096",E2806894000A7006EF01B5B0,1980
1323,tambaram,"TN 11 AK 5442",E2806894000A7006EF06F222,1270
1324,tambaram,"TN 05 AE 9976",E2806894000A6006EF01650B,1190
1325,tambaram,"TN 57 AU 7926",E2806894000A6006EF02DA46,3640
1326,tambaram,"TN 11 BA 1821",E2806894000A6006EF06B469,1340
1327,tambaram,"TN 11 BA 1807",E2806894000A6006EF06C431,1195
1328,tambaram,"TN 11 T 9103",E2806894000A7006EF089483,1200
1329,tambaram,"TN 11 AY 9364",E2806894000A7006EF089D2F,1215
1330,tambaram,"TN 11 AZ 8973",E2806894000A6006EF080177,1195
1331,tambaram,"TN 11 BK 8013",E2806894000A6006EF07DA7D,2040
1332,tambaram,"TN 11 BA 1838",E2806894000A6006EF017E57,1290
1334,tambaram,"TN 11 BA 1843",E2806894000A6006EF030D85,1310
1335,tambaram,"TN 11 BF 6648",E2806894000A7006EF089220,1375
1336,tambaram,"TN 12 BB 1854",E2806894000A7006EF08606C,3370
1337,tambaram,"TN 09 DC 7408",E2806894000A6006EF08E51D,1115
1338,tambaram,"TN 09 DC 7941",E2806894000A6006EF02D462,1165
1339,tambaram,"TN 11 AA 5260",E2806894000A7006EF02ACA5,1200
1340,tambaram,"TN 11 AZ 8946",E2806894000A6006EF09718E,1245
1341,tambaram,"TN 09 DE 1193",E2806894000A6006EF07B084,1375
1342,tambaram,"TN 11 BK 6643",E2806894000A6006EF07A9B5,1900
1343,tambaram,"TN 11 BK 7932",E2806894000A7006EF086D4A,1955
1344,tambaram,"TN 11 AS 8485",E2806894000A7006EF05B8C1,1465
1345,tambaram,"TN85 C 4420",E2806894000A7006EF0164F2,1185
1346,tambaram,"TN 09 DE 1168",E2806894000A7006EF07E9A8,1355
1347,tambaram,"TN 11 AZ 8967",E2806894000A6006EF087071,1255
1348,tambaram,"TN 20 BR 5279",E2806894000A6006EF08F5A8,1360
1350,tambaram,"TN 11 BK 7083",E2806894000A6006EF023A46,1975
1351,tambaram,"TN 11 AZ 8997",E2806894000A6006EF0830A7,1335
1352,tambaram,"TN 05 AL 2981",E2806894000A6006EF0045AD,1320
1353,tambaram,"TN 11 BK 8002",E2806894000A6006EF017A4E,1990
1354,tambaram,"TN 11 AK 5466",E2806894000A7006EF09F564,1250
1356,tambaram,"TN 11BD7579",E2806894000A7006EF02423F,765
1357,tambaram,"TN 19 AL 2205",E2806894000A7006EF06FDFC,3580
1358,tambaram,"TN 09 DC 7423",E2806894000A6006EF086949,1265
1360,tambaram,"TN 64 AA 6627",E2806894000A6006EF07B596,1340
1361,tambaram,"TN 09 DC 7317",E2806894000A6006EF094D1D,1230
1362,tambaram,"TN 11 AZ 8984",E2806894000A6006EF031135,1330
1363,tambaram,"TN 11 BK 6617",E2806894000A6006EF050944,1945
1364,tambaram,"TN 09 DC 7331",E2806894000A7006EF087CFE,1130
1365,tambaram,"TN 11 BD 7731",E280691500005020ED97A0BA,745
1366,tambaram,"TN 18 CZ 5755",E2806894000A7006EF03A4A3,3710
1367,tambaram,"TN 09 DE 1194",E2806894000A7006EF0221ED,1400
1368,tambaram,"TN 11 AY 9392",E2806894000A7006EF07B165,1345
1369,tambaram,"TN 09 AL 6736",E2806894000A7006EF0875BF,1320
1370,tambaram,"TN 11 BD 7662",E2806894000A7006EF02DD63,710
1371,tambaram,"TN 11 BA 1815",E2806894000A7006EF094A1B,1200
1372,tambaram,"TN 11 BD 7294",E2806894000A7006EF0270F2,710
1373,tambaram,"TN 11 AY 8157",E2806894000A7006EF024968,1260
1374,tambaram,"TN 11 BD 7225",E2806894000A6006EF09122B,725
1375,tambaram,"TN 85 H 4461",E2806894000A7006EF0884A6,1200
1376,tambaram,"TN 20 BX 8430",E2806894000A7006EF09D58E,1085
1377,tambaram,"TN 11 AY 9346",E2806894000A7006EF0199F6,1400
1378,tambaram,"TN 09 DE 1146",E2806894000A7006EF08EA0B,1505
1379,tambaram,"TN 11 AY 8114",E2806894000A7006EF00BD6D,1335
1380,tambaram,"TN 09 DE 1184",E2806894000A7006EF06AA0B,1360
1381,tambaram,"TN 11 AZ 8902",E2806894000A6006EF0801F5,1305
1382,tambaram,"TN 11 AZ 8933",E2806894000A7006EF0921FE,1365
1383,tambaram,"TN 09 DC 8034",E2806894000A7006EF06CE5C,1195
1384,tambaram,"TN 11 AZ 8903",E2806894000A6006EF022CAF,1355
1385,tambaram,"TN 11 AZ 8934",E2806894000A6006EF08BDF2,1320
1386,tambaram,"TN 11 BK 6626",E2806894000A6006EF089E36,2000
1387,tambaram,"TN 09 DC 8098",E2806894000A7006EF06E1E5,1500
1388,tambaram,"TN 11 BA 1878",E2806894000A6006EF06F5FC,1340
1389,tambaram,"TN 11 AZ 8970",E2806894000A7006EF09CD27,1300
1390,tambaram,"TN 11 AY 9322",E2806894000A6006EF08B892,1365
1391,tambaram,"TN 11 BA 1865",E2806894000A7006EF095DD4,1385
1392,tambaram,"TN 09 DE 1154",E2806894000A6006EF024C72,1430
1393,tambaram,"TN 09 DC 7716",E2806894000A7006EF08C939,640
1394,tambaram,"TN 12 BB 1892",E2806894000A7006EF07A1CE,3630
1395,tambaram,"TN 21 1440",E2806894000A7006EF07F8CE,3650
1396,tambaram,"TN 85 H 5167",E2806894000A7006EF084526,1290
1397,tambaram,"TN 20 AT 1813",E2806894000A7006EF0805C6,1105
1398,tambaram,"TN 11 AH 5765",E2806894000A6006EF02CC73,1185
1399,tambaram,"TN 20 AU 0420",E2806894000A6006EF06318F,1200
1400,tambaram,"TN 11 AZ 8965",E2806894000A6006EF0244A4,1280
1401,tambaram,"TN 12 DB 1892",E2806894000A7006EF01A606,3500
1402,tambaram,"TN 12 BB 1883",E2806894000A6006EF078873,3630
1403,kumbakonam,"TN 06 AD 8536 (PVT)",E200470645206426B87F0111,1050
1404,tambaram,"TN 85 H 5171",E2806894000A7006EF02C1EA,1200
1406,tuty,"TN 06 AH 8375",,0
1407,tambaram,"TN 11 AZ 8992",E2806894000A6006EF07F901,1260
1408,tambaram,"TN 11 BK 7923",E2806894000A7006EF0758EF,1915
1409,tambaram,"TN 09 DC 7362",E2806894000A7006EF031C59,1195
1410,tambaram,"TN 12 BB 1828",E2806894000A7006EF066510,3560
1411,tambaram,"TN 18 CZ 5782",E2806894000A6006EF02A8FF,3630
1412,tambaram,"TN  18 CZ 5727",E2806894000A7006EF028DA0,3650
1413,tambaram,"TN 09 DC 7495",E2806894000A6006EF0984E7,1190
1414,tambaram,"TN 09 DC 7432",E2806894000A7006EF08DDCF,1125
1415,tambaram,"TN 09 DC 7830",E2806894000A6006EF07388D,710
1416,tambaram,"TN 11 BD 7663",E2806894000A6006EF07A552,520
1417,tambaram,"TN 09 BD 2840",E2806894000A7006EF085D2C,1290
1418,tambaram,"TN 09 DE 1118",E2806894000A7006EF085D49,1375
1419,tambaram,"TN 11 AY 8159",E2806894000A6006EF074D34,1370
1420,tambaram,"TN 11 BA 1801",E2806894000A6006EF09C971,1315
1421,tambaram,"TN 11 H 4536",E2806894000A6006EF02A602,8600
1422,tambaram,"TN 11 BD 7341",E2806894000A7006EF098909,715
1423,tambaram,"TN 11 BK 6673",E2806894000A6006EF02EA35,1950
1424,tambaram,"TN 64 AA 7610",E2806894000A7006EF061574,1350
1425,tambaram,"TN 11 AY 8169",E2806894000A7006EF00F9C8,1370
1426,tambaram,"TN 12 BB 1830",E2806894000A6006EF02A589,3650
1427,tambaram,"TN 11 AY 8186",E2806894000A7006EF0941A8,1370
1428,tambaram,"TN 11 BK 6680",E2806894000A6006EF06501D,1980
1429,tambaram,"TN 14 R 5488",E2806894000A7006EF0835EB,1215
1430,tambaram,"TN 85 H 5172",E2806894000A6006EF008DCF,1130
1431,tambaram,"TN 12 BB 1810",E2806894000A7006EF080C6A,3595
1432,tambaram,"TN 85 H 5099",E2806894000A6006EF068092,1225
1433,tambaram,"TN 11 BD 7714",E2806894000A6006EF01A0F4,715
1434,tambaram,"TN 11 AY 8184",E2806894000A7006EF08166B,1360
1435,tambaram,"TN 85 H 5125",E2806894000A7006EF08252C,1255
1436,tambaram,"TN 21 K 0939",E2806894000A7006EF064C4B,1100
1437,tambaram,"TN 09 DD 3935",E2806894000A7006EF02E63B,1170
1438,tambaram,"TN 09 DC 7411",E2806894000A6006EF03262F,1145
1439,tambaram,"TN 11 AY 9309",E2806894000A6006EF07E08E,1300
1440,tambaram,"TN 14 E 7050",E2806894000A7006EF02F5BB,1255
1441,tambaram,"TN 09 DC 7969",E2806894000A6006EF0595B8,1195
1442,tambaram,"TN 21 BU 6720",E2806894000A7006EF09C182,3700
1443,tambaram,"TN 21 BT 7363",E2806894000A7006EF08A53A,3540
1444,tambaram,"TN 11 BA 1858",E2806894000A7006EF08ED66,1260
1445,tambaram,"TN 49 BC 6252",E2806894000A7006EF02B540,3910
1446,tambaram,"TN 11 AZ 8987",E2806894000A6006EF02C8C6,1275
1447,tambaram,"TN 11 AH 5751",E2806894000A7006EF08D608,1200
1448,tambaram,"TN 05 Y 9409",E2806894000A7006EF087564,1290
1449,tambaram,"TN 11 AZ 8975",E2806894000A7006EF085D29,1315
1450,tambaram,"TN 11 BK 6658",E2806894000A7006EF00EDDA,1975
1451,tambaram,"TN 09 DE 1156",E2806894000A7006EF079DAE,1475
1452,tambaram,"TN 11 BK 7974",E2806894000A7006EF01C07E,1950
1453,tambaram,"TN 11 BA 1851",E2806894000A6006EF02F089,1265
1454,tambaram,"TN 22 DH 9522",E2806894000A6006EF08822C,5100
1455,tambaram,"TN 22 DH 9511",E2806894000A7006EF0881B4,1200
1456,tambaram,"TN 19 H 3116",E2806894000A6006EF003152,1330
1457,tambaram,"TN 11 BD 7751",E2806894000A6006EF0666BB,650
1458,tambaram,"TN 22 DH 3035",E2806894000A7006EF079DCE,10260
1459,tambaram,"TN 65 BU 2831",E2004704C6806426A0950108,1200
1460,kumbakonam,"TN 06 AD 8667 (PVT)",E2004703E2D06426925A010C,915
1464,tambaram,"TN 11 BK 6690",E2806894000A6006EF037680,1965
1465,tuty,TN65C0922,E20047061DA06426B607010A,1750
1467,tambaram,"TN 12 BB 1838",E2806894000A7006EF06ACD9,3370
1468,tambaram,"TN 11 BP 9022",E2806894000A7006EF08AD45,10930
1469,Ourland,"TN 69 BT 2729(OURLAND)",E28069952000400662D35A6E,3100
1473,Ourland,"TN 64 AA 5011",E2004704EC006426A2ED0110,1100
1474,Ourland,"TN 64 AA 5162",E2004703DA10642691CE0115,1100
1475,"MMC LCV","TN 59 CM 5396",E200470675606426BB830111,1100
1476,Ourland,"TN 64 AA 7569 ",E200470523006426A65D0111,1100
1477,Ourland,"TN 64 AA 7678",E200470559006426A9BD0113,1100
1478,tambaram,"TN 11 AK 5416",E2806894000A6006EF086DF0,1240
1480,tuty,"TN 63 V 7497 N",E200470545C06426A889010E,1350
1481,rts_testing,Micro_Test_Tag,E2806894000A6006EF06818B,1000
1482,tuty,"TN 57 E 5405",E20047069A206426BDCF010B,2100
1484,rts_testing_micro,RTS_Testing_Micro_Tag,E2806894000A7006EF068921,1000
1486,Ourland,"TN 09 CZ 9672",E28069952000400662D51E70,14520
1487,Ourland," TN 64 AA 7596",E20047063A306426B7D0010D,1100
1488,"MMC LCV","TN 59 CM 5347",E20047062D206426B6FF010D,1100
1489,Ourland,"TN 64 AA 7967",E200470537B06426A7A8010C,1100
1490,Ourland,"TN 64 AA 7625",E200470505406426A481010C,1100
1493,Ourland,"TN 64 AA 7671",E28069952000500662D35A71,1100
1494,"MMC DUMPER","TN 64 AA 7933",E28069952000500662D37E6F,1100
1495,kumbakonam_micro,"TN 68 Z 3895",E2806894000A7006EF04F10D,1155
1496,kumbakonam_micro,"TN 68 Z 3805",E2806894000A7006EF0110A8,915
1498,kumbakonam_micro,"TN 68 Q 3717",E2806894000A7006EF055C5D,4800
1499,kumbakonam_micro,"TN 68 Z 3863",E2806894000A6006EF0308CE,1200
1500,kumbakonam_micro,"TN 06 AD 8604 (PVT)",E2806894000A6006EF00754A,1050
1501,kumbakonam_micro,"TN 06 AD 8645 (PVT)",E2806894000A6006EF089122,1050
1502,kumbakonam_micro,"TN 06 AD 8673 (PVT)",E2806894000A6006EF094604,1050
1503,kumbakonam_micro,"TN 06 AD 8670 (PVT)",E2806894000A7006EF06E843,1050
1504,kumbakonam_micro,"TN 06 AD 8509 (PVT)",E2806894000A6006EF02B170,1050
1505,kumbakonam_micro,"TN 06 AD 8589 (PVT)",E2806894000A6006EF08E0ED,1050
1507,kumbakonam_micro,"TN 06 AD 8696 (PVT)",E2806894000A6006EF07BDB5,1050
1508,kumbakonam_micro,"TN 06 AD 8660 (PVT)",E2806894000A7006EF023197,1050
1509,kumbakonam_micro,"TN 06 AD 8631 (PVT)",E2806894000A401569141A39,1050
1510,kumbakonam_micro,"TN 06 AD 8697 (PVT)",E2806894000A6006EF01D4EF,1050
1511,kumbakonam_micro,"TN 06 AD 8503 (PVT)",E2806894000A6006EF00F565,915
1512,kumbakonam_micro,"TN 06 AD 8544 (PVT)",E20047064FA06426B9270110,1050
1513,kumbakonam_micro,"TN 06 AD 8582 (PVT)",E20047052EF06426A71C010D,1050
1515,kumbakonam_micro,"TN 68 Z 3877",E20047069D606426BE030111,1200
1516,kumbakonam_micro,"TN 06 AD 8655 (PVT)",E2004706CD206426C0FF010D,1050
1517,kumbakonam_micro,"TN 06 AD 8646 (PVT)",E200470566106426AA8E010B,1050
1520,kumbakonam_micro,"TN 06 AD 8593 (PVT)",E2004703E2106426924E010D,1050
1521,kumbakonam_micro,"TN 06 AD 8557 (PVT)",E200470513806426A565010C,915
1522,kumbakonam_micro,"TN 06 AD 8609 (PVT)",E200470525B06426A6880114,1050
1523,kumbakonam_micro,"TN 68 F 1698",E2004704CDC06426A109010D,4800
1524,kumbakonam_micro,"TN 06 AD 8536 (PVT)",E200470645206426B87F0111,1050
1525,kumbakonam_micro,"TN 06 AD 8667 (PVT)",E2004703E2D06426925A010C,915
1526,"MMC DUMPER","TN 64 AA 5152",E2806894000A6006EF0071AF,1100
1527,"MMC NO GPS","TN 64 AA 6630",E2806894000A7006EF094D20,1100
1528,"MMC LCV","TN 59 CM 5359",E28069952000400662D2AE70,1100
1529,Ourland,"TN 64 AA 7948",E28069952000400662D6A271,1100
1530,tambaram,"TN 09 DD 3828",E2806894000A6006EF088CE1,1280
1532,tambaram,"TN 10 XB 9146",E2806894000A7006EF02D4EE,1185
1533,tambaram,"TN 11 BA 1846",E2806894000A7006EF0325AC,1280
1534,tambaram,"TN 11 BA 1887",E2806894000A7006EF02487D,1285
1535,tambaram,"TN 11 AH 5711",E2806894000A6006EF02E861,1135
1536,tambaram,"TN 11 BK 7962",E2806894000A7006EF04A9BB,1970
1537,tambaram,"TN 09 DC 7368",E200470688606426BCB30110,1280
1538,tambaram,"TN 85 H 5127",E2806894000A6006EF02A8AF,1285
1539,tambaram,"TN 20 AS 2428",E2004706BF206426C01F010E,1200
1540,tambaram,"TN 11 BD 7794",E2806894000A6006EF06EE2B,710
1541,"MMC LCV","TN 59 CE 5295",E28069952000500662D2F271,1100
1542,tambaram,"TN 64 AA 5155",E2806894000A7006EF06C228,1550
1543,"MMC LCV","TN 59 CE 1703",E2806894000A7006EF08E8F6,1100
1544,Ourland,"TN 64 AA 7502",E2806894000A6006EF074074,1100
1546,tambaram,"TN 09 DC 7816",E2806894000A7006EF08C639,715
1547,Ourland,5097,E2806894000A5006EF02000,1100
1548,tambaram,"TN 64 AA 5195",E2004704ED406426A3010112,1335
1549,Ourland,"TN 64 AA 5097",E2806894000A7006EF021607,1100
1550,tambaram,"TN 11 BA 1830",E2806894000A6006EF07A22D,1300
1551,tambaram,"TN 09 DC 7386",E2806894000A7006EF06A579,1260
1552,tambaram,"TN 09 DC 7349",E200470621206426B63F0112,1125
1553,tambaram,"TN 09 DE 1143",E2806894000A6006EF080052,1400
1554,tambaram,"TN 07 AM 1073",E2806894000A7006EF08462C,1200
1555,tambaram,"TN 64 AA 7506",E2806894000A40156916B274,1360
1556,Ourland,"TN 64 AA 7985",E2806894000A6006EF07B291,1100
1557,tambaram,"TN 09 DC 8096",E2806894000A6006EF055571,1255
1559,tambaram,"TN 11 AJ 8220",E2806894000A6006EF02F46F,1240
1560,tambaram,"TN 09 CY 7039",E2806894000A6006EF064923,850
1561,tambaram,"TN 11 AZ 8937",E2806894000A7006EF08522F,1260
1562,tambaram,"TN 64 AA 7507",E2806894000A6006EF08FD8D,1355
1563,tambaram,"TN 09 CY 7022",E2806894000A7006EF07D99D,835
1564,tambaram,"TN 05 AH 7967",E2806894000A7006EF0985D1,1185
1565,tambaram,"TN 10 V 2046",E2806894000A6006EF081522,1175
1566,tambaram,"TN 22 CV 0774",E2806894000A7006EF0811AC,1115
1567,tambaram,"TN 64 AA 7987",E2806894000A7006EF063A01,1300
1568,tambaram,"TN 20 BT 0446",E2004704FD406426A4010113,1280
1569,tambaram,"TN 07 BL 2918",E2806894000A7006EF085D01,1230
1570,tambaram,"TN 09 DC 8031",E2806894000A6006EF00FDB9,1175
1571,Ourland,"TN 64 AA 6651",E28069952000500662D26670,1100
1573,Ourland,"TN 64 AA 7944",E28069952000400662D2166E,1100
1574,Ourland,"TN 64 AA 7992",E2806894000A7006EF07FD86,1100
1575,tambaram,"TN 09 DC 8055",E2806894000A6006EF07E5D2,1150
1576,tambaram,"TN 64 AA 5195",E2806894000A401569138085,1335
1577,tambaram,"TN 09 CY 7012",E2806894000A6006EF0299F2,800
1578,tambaram,"TN 09 CY 7099",E2806894000A6006EF0814EC,710
1579,Ourland,"TN 64 AA 5153",E28069952000400662D2066F,1100
1580,Ourland,"TN 64 AA 7587",E2806894000A6006EF09059F,1100
1581,"MMC LCV","TN 64 AA 6779",E2806894000A7006EF08D5A1,1100
1583,"MMC LCV","TN 64 AA 7628",E2806894000A6006EF017959,1100
1585,tambaram,"Tambaram Testing Tag RTS",E2806894000A401569166E5B,2500
1586,tambaram,"TN 09 DC 7371",E2806894000A6006EF089DC9,1220
1587,tambaram,"TN 72 AR 5164",E2806894000A6006EF052124,5400
